coherence,requires_running_space,friendly_with_children,friendly_with_other_pets,is_calm,is_energetic,inconsistencies,PetID
low,1,0,0,1,1.0,Description is for a cat; tabular data indicates it' s a dog.,b102f525b
medium,1,0,0,0,1.0,Health status mentioned as minor injury,dc1c9f8d5
high,0,0,0,1,0.0,Vaccination status not mentioned in structured data.,c96f9d3a8
high,1,1,1,0,1.0,No inconsistencies found.,072ae6d9e
high,1,1,1,0,1.0,,fa94b21d1
high,1,1,1,0,1.0,,b5df81f99
high,1,1,1,0,1.0,,2c24655fe
medium,1,0,0,0,1.0,Pet is pregnant and requires special care.,c702e00d2
medium,1,1,1,0,1.0,Vaccination status unclear,95d2a0bdf
medium,1,0,0,0,1.0,Vaccination status not mentioned in structured data,c8208c3c9
medium,1,1,0,1,1.0,Vaccination status not mentioned in description,9a9f6c753
high,1,1,1,0,1.0,,92b89a666
high,1,1,1,0,1.0,,6819ce556
medium,1,0,0,0,1.0,Vaccination status unclear,17bdf954a
high,1,1,1,0,1.0,,2bf834f39
medium,1,0,0,0,1.0,Age mismatch,53cd96ef8
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,da327c74b
medium,1,1,1,0,1.0,Vaccination status not mentioned in description,10a6c97d5
medium,1,1,1,0,1.0,Vaccination status not provided in description,f8d831236
high,1,0,0,0,1.0,No inconsistencies found.,75a4a14ac
high,1,0,0,0,1.0,,df39a5468
medium,1,0,1,0,1.0,Vaccination and deworming status not mentioned in description,37f127385
high,1,1,1,0,1.0,,878e36da4
medium,1,1,1,0,1.0,Marley' s color and description do not match the structured data,1ffe668f9
high,1,1,1,0,1.0,,9a2f44ddf
medium,1,0,1,0,1.0,Health status mentioned as 'Minor Injury' not in description,54e2508de
high,1,1,1,0,1.0,None,432904c5d
high,1,0,0,0,1.0,,d30b90a39
medium,1,0,0,0,1.0,Pet is not sterilized,20559d623
medium,1,0,0,0,1.0,Age and maturity size inconsistency,2e1d3ae52
high,1,0,1,0,1.0,,3b0b2a86a
high,1,1,1,0,1.0,,64c1c412b
medium,1,1,0,0,1.0,Vaccination and deworming status not mentioned in structured data,b28de653f
medium,1,0,0,0,1.0,Sterilization status unclear,0e6dd5e23
high,1,1,1,0,1.0,,46dea66ea
medium,1,0,1,0,1.0,Pet data shows no vaccination or deworming.,842b21328
high,1,0,0,0,1.0,,184ea777b
high,1,0,1,1,1.0,,86547ad6d
medium,1,0,0,0,1.0,Pet not sterilized,ead547f1b
medium,1,0,0,0,1.0,Health status mentioned as minor injury in data but described as healthy,703f38466
high,1,0,1,1,1.0,,60b188249
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,845703071
medium,1,0,0,0,1.0,Vaccination status unclear,3c5e8cc5d
high,1,1,1,0,1.0,,9f533475e
high,1,1,1,0,1.0,,0636650db
medium,1,0,0,0,1.0,Puppies died; no vaccination or deworming.,d8128cefd
medium,1,0,0,1,1.0,Age not mentioned in tabular data,6b3614a92
medium,1,0,0,0,1.0,Vaccination status not mentioned in structured data,dd2ec7bf4
high,1,1,1,0,1.0,,fcf377cce
high,1,1,1,0,1.0,No inconsistencies found.,fb9a96204
high,1,1,1,0,1.0,,d4b028ea8
medium,1,0,0,0,1.0,Description suggests aggressive behavior and potential destructiveness.,8520800b1
high,1,1,1,0,1.0,,7f8f45a35
medium,1,0,0,0,1.0,Sterilization status not mentioned in description,dd7ad37e7
high,1,1,1,0,1.0,,c92256e41
medium,1,0,0,1,1.0,Vaccination status unclear,caa9a4f53
medium,1,0,0,0,1.0,Vaccination status not mentioned in structured data,4ef431298
medium,1,0,0,0,1.0,Description mentions being thrown to dustbin; no data on behavior or temperament.,044548f89
high,1,Not specified in the data.,Not specified in the data.,0,1.0,,6c3a05812
high,1,1,1,0,1.0,,5d1fa8ddf
high,1,1,1,0,1.0,,68cdd6d6b
high,1,1,1,0,1.0,,1171c9a41
medium,1,1,1,0,1.0,Inconsistent description of health and behavior,f9994fbae
high,1,0,0,0,1.0,,67dbd5ed9
high,1,0,0,0,1.0,,129df65b1
medium,1,1,1,0,1.0,Sterilization status unclear,cc25fb529
high,1,Not specified in the data.,Not specified in the data.,0,1.0,,3db150833
medium,1,1,1,0,1.0,Vaccination status not mentioned in description,3b8b38508
medium,1,0,0,0,1.0,Vaccination status not mentioned in structured data,2e1d4e279
medium,1,0,1,1,0.0,Age of pet does not match description,f4f349714
high,1,1,1,0,1.0,,7d21dc4a8
medium,1,0,0,0,1.0,Vaccination status unclear,c3cafb38c
medium,1,1,1,0,1.0,No specific inconsistency found in provided data.,a6e902691
medium,1,1,1,0,1.0,Vaccination status not mentioned in structured data,e3f841674
medium,1,0,0,0,1.0,Vaccination and deworming status unclear,a6423eca8
high,1,1,1,0,1.0,,2cea63a41
high,1,1,1,0,1.0,None,1751240fe
medium,1,0,0,0,1.0,Color and breed information missing,6c48c9154
high,1,1,1,0,1.0,,9a3c966a9
medium,1,0,1,0,1.0,Age stated as 2 months in structured data but described as 3 months,ac49bdbdd
high,1,0,1,0,1.0,,7fc640ad8
high,1,0,0,1,1.0,,05252b175
high,1,1,1,1,1.0,,27104e464
medium,1,0,0,0,1.0,Pet not vaccinated or dewormed,da8a47785
medium,1,0,0,0,1.0,Injury description not in structured data,1aa3952c1
medium,1,0,0,0,1.0,Vaccination status not mentioned in tabular data,8bac2d757
high,1,1,1,0,1.0,,1ba11aaaa
high,1,1,1,0,1.0,,e5164d828
medium,1,1,1,1,0.0,Age discrepancy: description says 6 weeks old while data shows 2 months,a0dd85af0
medium,1,0,0,0,1.0,No adoption process mentioned in description,0392c0c81
medium,1,1,1,0,1.0,Pet is not sterilized as per description.,fff24fcb5
high,1,1,1,1,0.0,,1195168b6
medium,1,0,0,0,1.0,Color mismatch in description and data,9f7bf4f71
medium,1,0,0,1,1.0,Vaccination status unclear,accca912b
medium,1,0,0,0,1.0,Mom dog not sterilized,27c4981c9
medium,1,0,1,0,1.0,Vaccination status not mentioned in description,c2558c319
medium,1,0,0,0,1.0,Description mentions protective behavior and loud barking.,12d514ef2
medium,1,0,0,0,1.0,Age and health details not mentioned in tabular data.,3e2cc2690
high,1,1,1,0,1.0,,c5072890c
high,1,1,1,0,1.0,No inconsistencies found.,17e6747da
high,1,0,1,0,1.0,,1f7d6b89e
medium,1,0,0,0,1.0,Age mismatch,0052dcf47
medium,1,0,0,1,1.0,Age not mentioned in description,cdb855a69
medium,1,0,0,0,1.0,Health status mentioned as 'Minor Injury' not consistent with description,6f93a41c5
medium,1,1,1,0,1.0,Vaccination status unclear,23d2b8824
high,1,0,1,0,1.0,Vaccination and neutering not mentioned in description.,dc56ff89a
medium,1,0,1,0,1.0,Color mismatch between description and data,23379775f
high,1,1,1,0,1.0,,fca85f778
medium,1,1,1,0,1.0,"Vaccination, deworming, and sterilization status unclear",2b3ec0f96
high,0,1,1,1,0.0,,a9bfec3ba
high,1,1,1,1,0.0,,8885f346b
medium,1,0,1,0,1.0,Age and kittens' age not mentioned in structured data,33d3738f6
high,1,1,1,0,1.0,Vaccination status not provided in description.,87f4ea65f
medium,1,0,0,0,1.0,Pet not sterilized or vaccinated,edf0ff7e4
high,1,1,1,0,1.0,No inconsistencies found.,bebab9790
medium,1,0,1,0,1.0,Maturity size and behavior not mentioned in structured data,f17d4ab32
medium,1,1,1,0,1.0,Vaccination status not mentioned in description,97dc6aa32
medium,1,1,1,1,1.0,Blue Eyed Beauty' s color and breed do not match the structured data.,489d05a55
medium,1,0,0,0,1.0,Vaccination status not provided in structured data,51d8da535
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,bb4c6519d
high,1,0,0,0,1.0,,9fceca5de
medium,1,0,0,0,1.0,Vaccination status not mentioned in structured data,93849e2b5
medium,1,0,0,0,1.0,Secondary breed and fur length not specified,700a93465
high,1,1,1,0,1.0,None,d95eabfe9
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,146d950bc
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,439f040ed
high,1,0,0,0,1.0,No inconsistencies found,022d2d16e
medium,0,0,0,1,0.0,Description suggests cat is not friendly with other pets,e0238b8c2
high,1,0,0,0,1.0,Vaccination status not mentioned in structured data.,a5b5eccb6
medium,1,1,1,0,1.0,Vaccination and deworming status not mentioned in description,0b8614414
low,1,0,0,0,1.0,Description does not match structured data,6e3457b81
high,1,0,0,0,1.0,,20d4ea30e
high,1,1,1,0,1.0,,f98750599
high,1,0,0,0,1.0,,2f346ac72
high,1,1,1,0,1.0,,fc9b4b692
high,1,0,0,0,1.0,,ec7775c4f
medium,1,1,1,0,1.0,Vaccination status not mentioned in description,487abc5e1
high,1,1,1,1,0.0,No inconsistencies found.,06f523361
medium,1,0,0,0,1.0,Vaccination status unclear,5c66641a1
medium,1,1,1,1,0.0,Vaccination status unclear,ed5f14fda
high,1,0,0,1,1.0,,a23f0020a
medium,1,0,0,0,1.0,"Color mismatch: description says ginger, data shows brown",5a5463e17
medium,1,0,0,0,1.0,Pet' s age and size inconsistency,518f86025
high,1,0,1,0,1.0,No inconsistencies found.,8dfe4da6a
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,8c93a6e28
medium,0,1,1,1,0.0,Vaccination status unclear,94bcf0199
high,1,1,1,0,1.0,No inconsistencies found.,e758e4c0c
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,f2b656028
medium,1,0,1,0,1.0,Age mismatch between description and data,c69842c2a
medium,1,0,0,0,1.0,Cat not sterilized or vaccinated,fa07f7477
low,0,0,0,1,0.0,Pet described as a cat but profile states it' s a mouse.,09acd6b31
high,1,1,1,0,1.0,,782eb0d9d
medium,1,1,1,0,1.0,Vaccination status not mentioned in description,7fd7b7583
medium,1,1,1,0,1.0,Vaccination status unclear,655cfc630
medium,1,1,1,0,1.0,Age and vaccination status not mentioned in description,e9dc82251
high,1,0,1,1,1.0,No inconsistencies found.,2f19ac5ab
high,1,1,1,0,1.0,No inconsistencies found.,7687b7da2
medium,1,0,0,0,1.0,Pet is described as dirty and smelly but healthy in data.,203e2bd3c
high,1,1,1,0,1.0,No inconsistencies found.,6b0103c04
low,1,0,0,0,1.0,"Description mentions multiple cats, but data shows only one cat.",3f936cb8a
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,d0101e748
medium,1,0,0,0,1.0,Secondary breed not specified,56583003c
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,f99a5e817
low,1,0,0,0,1.0,Description mentions stray dog with puppies; data shows only one female,157e3e074
high,1,1,1,0,1.0,,68731378e
high,1,1,1,0,1.0,,1e24f14d6
high,1,1,1,0,1.0,,eb8aeff64
high,1,0,0,0,1.0,No inconsistencies found.,e9e06e3f6
medium,1,1,1,0,1.0,Debarked dog with a scar,79f8b048f
medium,1,0,0,0,1.0,Age mismatch with vaccination status,488bfc285
high,1,0,1,0,1.0,No inconsistencies found.,5698c00e2
medium,1,0,0,0,1.0,Age stated as 5 months in structured data but described as 4 months old,b5aa169b4
high,1,1,1,0,1.0,No inconsistencies found.,846e720dc
medium,1,1,0,0,1.0,Vaccination and deworming status unclear,13d0266c5
high,1,1,1,0,1.0,,1b87c512e
medium,1,0,0,0,1.0,Primary breed listed as Siamese but color described as Brown,859bcc995
medium,1,0,0,0,1.0,Vaccination and deworming status unclear,9744dcc69
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,a2ae5fa7d
high,1,1,1,0,1.0,,445c703ff
medium,1,0,0,0,1.0,Pet is not vaccinated or dewormed as per data.,b9d6b1488
medium,1,0,0,0,1.0,Pet not sterilized yet,1ffb40e20
high,1,1,1,0,1.0,,c0fe34d97
medium,1,0,0,0,1.0,Age not mentioned in description,1ee56e81a
high,1,0,0,0,1.0,,4e3e41b78
high,1,1,0,0,1.0,No inconsistencies found.,f4415e636
medium,1,1,1,0,1.0,Health status not matching description,f91147e5f
high,1,1,1,0,1.0,,406a1e534
medium,1,0,0,0,1.0,No vaccination or deworming data provided,648897870
high,1,0,0,0,1.0,,2418f7929
high,1,0,0,0,1.0,Male cat not sterilized,2f60db1f7
medium,1,0,0,0,1.0,Pet not sterilized or vaccinated as per description,0e4049f6d
medium,1,0,1,0,1.0,No specific inconsistency found,27268f547
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,113b2b57a
high,1,0,1,1,1.0,No inconsistencies found.,d9c54752f
high,1,1,1,0,1.0,,daf1a8d08
high,1,1,1,0,1.0,No inconsistencies found.,1ba69dec6
high,1,1,1,0,1.0,None,b744f152f
medium,1,0,0,0,1.0,Secondary breed and fur length not specified,30908fb77
medium,1,0,0,0,1.0,Sterilization status not mentioned in description,beb3a6da0
medium,1,1,1,0,1.0,"Color mismatch: Description says blackwood, data shows white",e3897d3cb
medium,1,0,0,0,1.0,Age not matching with breed' s typical lifespan,cfe285c5f
medium,1,1,1,0,1.0,Vaccination status not mentioned in description,92caf1d01
high,1,Not mentioned in the data,Not mentioned in the description,0,1.0,,37bf6da18
medium,1,0,0,0,1.0,Vaccination status not consistent with health description,24d9b76ae
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,86953ea0b
medium,1,0,0,0,1.0,Primary breed Siamese not matching with 'brown color' and 'medium hair',0162634c2
medium,1,0,0,0,1.0,Pet not sterilized,c0ca6dd73
medium,1,0,0,0,1.0,Pet' s health status not vaccinated or dewormed.,6f72c46b5
high,1,0,0,0,1.0,,c8fc0d746
high,1,1,1,0,1.0,,7b8924342
medium,1,0,1,0,1.0,No deworming or sterilization mentioned in description,5145f87a0
medium,1,0,0,0,1.0,Mention of pregnancy not in structured data,e73038b62
medium,1,1,1,0,1.0,No specific inconsistencies found in the provided information.,b8bf2c090
medium,1,0,0,0,1.0,Pet is not vaccinated or sterilized.,44bba906d
medium,1,1,1,0,1.0,Age and breed not mentioned in structured data,7d1d7a4f6
high,1,0,0,0,1.0,,fbaec0999
high,1,0,1,0,1.0,,e936f5f63
medium,1,0,1,1,1.0,Age not mentioned in tabular data,43b277272
medium,1,0,0,0,1.0,Stray dogs' behavior not mentioned in structured data,36cc00cf3
high,0,1,1,1,0.0,No inconsistencies found.,4fc4ac031
medium,1,0,1,0,1.0,Mother cat' s age not mentioned in tabular data.,d5a027e6c
high,1,1,1,0,1.0,,4bff9728d
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,cd4b05b8c
high,1,1,1,0,1.0,,77fa5cdd7
high,1,0,0,0,1.0,,f253bd6aa
low,1,0,0,0,1.0,Inconsistent number of toes,21493e6ea
medium,1,0,1,0,1.0,Age discrepancy,c5e4cfab0
medium,1,0,0,0,1.0,Vaccination status not mentioned in tabular data,7667378df
medium,1,0,0,0,1.0,Age and vaccination status not mentioned in description,d09835201
high,1,1,1,1,0.0,,a76983523
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,b6637d165
high,1,1,1,0,1.0,,c60e6aff7
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,ec7517f68
medium,1,0,0,0,1.0,Description lacks information on behavior and environment impact,3304185a1
medium,1,1,1,0,1.0,Vaccination status not consistent with 'Healthy' health,d7dc2efde
medium,1,0,0,0,1.0,Health status not clear from description,25560b530
high,1,1,0,0,1.0,No inconsistencies found.,59b224cc9
high,1,1,1,0,1.0,,32ef0472e
medium,1,0,0,0,1.0,Vaccination and deworming status unclear,51022a643
high,1,1,1,0,1.0,,4f7aa1d3c
high,1,1,1,0,1.0,No inconsistencies found.,8b63e1b21
medium,1,1,1,0,1.0,Description suggests living in a low-cost apartment.,7395053bc
medium,1,0,1,1,0.0,Health status not mentioned in structured data,700de2c49
medium,1,0,0,0,1.0,Description mentions living around a kindergarten but no information on friendliness with children.,d39c87657
medium,1,0,0,1,1.0,No vaccination or deworming records,6dcbe818e
high,1,0,0,0,1.0,,88030e16e
medium,1,0,0,0,1.0,Vaccination status unclear,694caa813
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,4eb61ccb3
high,1,1,1,0,1.0,,99558286a
high,1,0,0,0,1.0,,d9033fea0
medium,1,0,0,0,1.0,Pet profile states sterilized but tabular data shows not sterilized,8e0c995a9
medium,1,0,0,0,1.0,Age not mentioned in description,eb8620132
high,1,1,1,0,1.0,,b279ec774
high,1,1,1,0,1.0,No inconsistencies found.,261cbe336
high,1,0,0,0,1.0,,e02b6a2d4
medium,1,0,0,0,1.0,Vaccination and sterilization status unclear,c12b5f5de
medium,1,0,0,0,1.0,Age mismatch with maturity size,7f8955f6a
medium,1,0,0,0,1.0,No vaccination or deworming information provided,9809485bb
high,1,0,0,0,1.0,,9397426ea
medium,1,0,0,0,1.0,Pet profile states staying in a car park; vaccination status is not clear.,865e968b4
medium,1,0,0,0,1.0,Description lacks specific behavior details.,7a25c5a12
medium,1,0,0,0,1.0,Vaccination status inconsistent with structured data,cb9cffdff
medium,1,1,0,1,0.0,Vaccination status not mentioned in description,b8d07c37b
medium,1,0,0,0,1.0,Secondary breed and fur length not specified,f0ac69be1
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,80f8877f8
medium,1,0,0,0,1.0,Lacks information on pet' s behavior and living conditions,0eaa9f888
high,1,1,1,0,1.0,No inconsistencies found.,11960b9ed
medium,1,0,1,0,1.0,Age and color do not match,9d24c695e
medium,1,0,0,1,1.0,Pet' s gender initially thought to be male.,90e1edc71
high,1,0,0,0,1.0,No inconsistencies found.,3c273e42f
high,1,1,1,0,1.0,,9dd9f107d
medium,1,0,0,0,1.0,Vaccination status not mentioned in structured data,58fe1756c
medium,1,0,0,0,1.0,Vaccination and deworming status unclear,ebbf04d10
medium,1,0,0,0,1.0,Health status differs between description and data,2b4b4e40c
high,1,0,0,0,1.0,Age discrepancy: Description says 4 months old while data shows 3 months.,e7fbd95a9
high,1,1,1,0,1.0,,30dbb2e50
medium,1,0,0,0,1.0,Vaccination status not mentioned in structured data,1d46f1061
medium,1,0,0,0,1.0,Color mismatch (Golden vs Red Tabby),71c3f9254
high,0,1,0,0,1.0,,3d181b3c6
medium,1,0,0,0,1.0,Age not specified in tabular data,3536e1efd
high,1,0,0,0,1.0,,de993d8ad
medium,1,0,0,0,1.0,Vaccination status not consistent with health description,f8233b736
medium,1,1,1,0,1.0,Vaccination status not provided in structured data,76e071fcb
medium,1,0,0,0,1.0,Pet is not sterilized yet,d8c1859cb
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,9ef475fbe
high,1,1,1,0,1.0,,2ea365a6f
high,0,1,1,1,0.0,None,42e7de7c0
medium,1,0,0,0,1.0,No deworming or sterilization data provided,71ad8e81d
medium,1,1,0,0,1.0,"Color mismatch: description says white with spots, data shows black",7ca780c35
medium,1,0,0,0,1.0,Health status unclear in description,c039154f9
medium,1,0,0,0,1.0,Age not mentioned in description,eea0cb464
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,09c629b05
medium,1,0,0,0,1.0,Secondary breed not provided,4be73c550
medium,1,1,1,0,1.0,Vaccination status not provided in structured data,4683d863b
high,1,1,1,0,1.0,,ff05d4438
medium,1,0,0,1,0.0,Vaccination status not mentioned in description,6d8793638
high,1,1,1,0,1.0,,79b514f79
medium,0,0,1,0,1.0,Age discrepancy,9102809eb
medium,1,1,1,0,1.0,Vaccination and sterilization status unclear,4e7a22c99
medium,1,0,0,0,1.0,Description suggests unsterilized and vaccination status not mentioned.,8c36b62a9
medium,1,0,1,0,1.0,No vaccination or deworming information provided in description.,5bda8f113
medium,1,0,1,0,1.0,Nosey' s tail length not mentioned in description,943e9242f
high,1,1,1,0,1.0,,6d59be88d
high,1,0,0,0,1.0,,181fb7dae
medium,1,1,1,0,1.0,Age mismatch between description and structured data,0ce98d199
high,1,0,0,0,1.0,No inconsistencies found.,1aef9fc86
high,1,1,1,0,1.0,Vaccination and deworming status unclear,b386bb45c
high,1,1,1,0,1.0,,b7fa5b815
medium,1,1,1,0,1.0,Vaccination status unclear,070faf086
high,1,1,1,0,1.0,,36a216956
medium,1,1,1,0,1.0,Pet is not sterilized as per data.,ae524a36a
medium,1,0,0,1,1.0,Vaccination status not mentioned in description,391e0cefd
medium,0,0,0,1,0.0,Health status not matching structured data,a0ece637e
medium,1,0,0,1,1.0,Age and health details not provided in tabular data.,9eb042155
high,1,0,0,0,1.0,Age discrepancy: Description says 12 weeks old while data shows 3 months.,c9646e275
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,7d2fe6bb6
medium,1,1,1,0,1.0,Mixed gender not in structured data,154d24447
medium,1,0,0,0,1.0,Age mismatch,9e0b14cf6
low,1,0,0,0,1.0,Gender mismatch in description,80fcac43d
medium,1,0,0,0,1.0,Moved to non-landed home; outdoor potty needed,a2b42f2e5
high,1,1,1,0,1.0,,ba8d53f1e
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,d23a8d771
high,1,0,0,0,1.0,,3697f94e1
high,1,Not specified in the data.,Not specified in the data.,0,1.0,,0baab7556
high,1,1,1,0,1.0,No inconsistencies found.,6f85ce1a9
medium,1,1,1,0,1.0,Vaccination status unclear,f24991ef7
medium,1,0,0,1,0.0,Fear of dogs not mentioned in structured data,9c263fbc4
medium,1,1,1,0,1.0,Age discrepancy with description,a0cc9df12
medium,1,1,1,0,1.0,Sterilization status unclear,e825b8b9f
high,1,0,0,0,1.0,No specific inconsistencies found.,c4feb7269
medium,1,1,1,0,1.0,Age and deworming status inconsistency,14357e2ed
medium,1,0,0,0,1.0,Pet not vaccinated or dewormed,056437112
high,1,0,1,0,1.0,None,abc69ab7f
